Date,Open,Close,High,Low,Volume,Amount,Avg_Price,Return,Volatility,Revenue,Net Income,Gross Profit,EPS,Total Assets,Total Liabilities,Total Equity,Cash and Cash Equivalents,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Stock
2022-02-01,7.035,7.292,7.986,6.632,761722695,13378484352.0,7.421631578947368,4.156549064419357,3.159577987772573,29880000000.0,-1993000000.0,2046000000.0,-3.09,66470000000.00001,73810000000.0,-7340000000.000001,273000000.0,704000000.0,-5983000000.0,5288000000.0,AAL
2022-03-01,7.188,7.665,7.74,5.498,1208082628,18780858656.0,6.789782608695652,5.115194733955031,4.124440706985324,8899000000.0,-1635000000.0000002,543000000.0,-2.52,67400000000.0,76340000000.0,-8940000000.0,376000000.0,1185000000.0,-771000000.0,-310000000.0,AAL
2022-04-01,7.684,7.859,8.848,6.964,770114078,14523930256.0,7.7809,2.530984996738428,3.2123284049435195,8899000000.0,-1635000000.0000002,543000000.0,-2.52,67400000000.0,76340000000.0,-8940000000.0,376000000.0,1185000000.0,-771000000.0,-310000000.0,AAL
2022-05-01,7.852,7.523,8.184,6.486,674796073,11550390096.0,7.2611904761904755,-4.27535309835857,4.22804977100436,8899000000.0,-1635000000.0000002,543000000.0,-2.52,67400000000.0,76340000000.0,-8940000000.0,376000000.0,1185000000.0,-771000000.0,-310000000.0,AAL
2022-06-01,7.598,5.588,7.609,5.308,800216334,11289415392.0,6.199999999999999,-25.721121892861888,3.692791863093423,22320000000.0,-1159000000.0,3952000000.000001,-1.78,67960000000.0,76390000000.0,-8422000000.0,401000000.0,2924000000.0,-1700000000.0,-1095000000.0,AAL
2022-07-01,5.625,5.972,6.61,5.528,741058078,10420749968.0,6.1077,6.87186828919113,3.276827055503799,22320000000.0,-1159000000.0,3952000000.000001,-1.78,67960000000.0,76390000000.0,-8422000000.0,401000000.0,2924000000.0,-1700000000.0,-1095000000.0,AAL
2022-08-01,5.957,5.703,6.718,5.692,577886825,8335944901.0,6.239260869565217,-4.504353650368387,2.264810894490924,22320000000.0,-1159000000.0,3952000000.000001,-1.78,67960000000.0,76390000000.0,-8422000000.0,401000000.0,2924000000.0,-1700000000.0,-1095000000.0,AAL
2022-09-01,5.658,5.349,6.33,5.278,689481212,9066900672.0,5.81147619047619,-6.207259337190951,2.784985301111726,35780000000.0,-676000000.0,7268000000.000001,-1.04,66650000000.0,74550000000.0,-7893000000.000001,332000000.0,2331000000.0,-916000000.0,-1347000000.0,AAL
2022-10-01,5.341,6.147,6.259,5.204,804739031,10609263744.0,5.803190476190476,14.91867638810993,2.3871228859686857,35780000000.0,-676000000.0,7268000000.000001,-1.04,66650000000.0,74550000000.0,-7893000000.000001,332000000.0,2331000000.0,-916000000.0,-1347000000.0,AAL
2022-11-01,6.244,6.24,6.52,5.782,524132362,7459781920.0,6.158285714285715,1.512933138116157,2.239548035467412,35780000000.0,-676000000.0,7268000000.000001,-1.04,66650000000.0,74550000000.0,-7893000000.000001,332000000.0,2331000000.0,-916000000.0,-1347000000.0,AAL
2022-12-01,6.251,5.602,6.356,5.42,524327932,6957178257.0,5.785095238095238,-10.224358974358973,2.3494895205224364,48970000000.0,127000000.0,11010000000.0,0.2,64720000000.00001,70520000000.0,-5799000000.0,440000000.00000006,2173000000.0,636000000.0,-2631000000.0,AAL
2023-01-01,5.673,6.878,7.438,5.53,678415652,10708957648.0,6.703100000000001,22.77757943591574,2.640008326912214,48970000000.0,127000000.0,11010000000.0,0.2,64720000000.00001,70520000000.0,-5799000000.0,440000000.00000006,2173000000.0,636000000.0,-2631000000.0,AAL
2023-02-01,6.841,6.818,7.363,6.587,377980711,6196674281.0,6.976947368421054,-0.8723466123873314,1.6877299484565689,48970000000.0,127000000.0,11010000000.0,0.2,64720000000.00001,70520000000.0,-5799000000.0,440000000.00000006,2173000000.0,636000000.0,-2631000000.0,AAL
2023-03-01,6.8,6.36,7.124,5.841,474784238,6979368380.0,6.394173913043479,-6.717512466999109,2.0501726469208785,12190000000.0,10000000.0,2835000000.0,0.02,66790000000.0,72560000000.0,-5771000000.0,452000000.0,3333000000.0,-2796000000.0,-539000000.0,AAL
2023-04-01,6.274,5.946,6.311,5.576,580831628,7727622775.0,5.880684210526316,-6.509433962264155,2.626068391833678,12190000000.0,10000000.0,2835000000.0,0.02,66790000000.0,72560000000.0,-5771000000.0,452000000.0,3333000000.0,-2796000000.0,-539000000.0,AAL
2023-05-01,5.931,6.371,6.492,5.837,522167954,7444095340.0,6.177045454545455,7.147662293979162,1.888088367366713,12190000000.0,10000000.0,2835000000.0,0.02,66790000000.0,72560000000.0,-5771000000.0,452000000.0,3333000000.0,-2796000000.0,-539000000.0,AAL
2023-06-01,6.404,7.55,7.568,6.307,460292691,7452598363.0,6.888285714285714,18.505729084916013,1.3055229088511715,26240000000.0,1348000000.0,7464000000.0,2.06,67260000000.0,71650000000.0,-4385000000.0,614000000.0,5096000000.0,-3745000000.000001,-1158000000.0,AAL
2023-07-01,7.52,7.106,7.975,6.897,492058234,8711278001.0,7.4955,-5.880794701986758,1.848423385317847,26240000000.0,1348000000.0,7464000000.0,2.06,67260000000.0,71650000000.0,-4385000000.0,614000000.0,5096000000.0,-3745000000.000001,-1158000000.0,AAL
2023-08-01,7.027,6.352,7.027,6.237,515476902,7948153076.0,6.588260869565217,-10.610751477624536,1.1805285984646765,26240000000.0,1348000000.0,7464000000.0,2.06,67260000000.0,71650000000.0,-4385000000.0,614000000.0,5096000000.0,-3745000000.000001,-1158000000.0,AAL
2023-09-01,6.378,5.636,6.393,5.52,538515882,7218132238.0,5.86805,-11.272040302267005,1.4037318959246834,39730000000.0,802999999.9999999,10640000000.0,1.23,65710000000.0,70850000000.0,-5136000000.0,577000000.0,5154000000.0,-2661000000.0,-2392000000.0,AAL
2023-10-01,5.647,5.017,5.744,4.909,956679200,11290168928.0,5.263545454545454,-10.982966643009217,1.960000491323884,39730000000.0,802999999.9999999,10640000000.0,1.23,65710000000.0,70850000000.0,-5136000000.0,577000000.0,5154000000.0,-2661000000.0,-2392000000.0,AAL
2022-01-01,175.375,162.895,183.43,154.935,5510088,921237258.0,169.10750000000002,-6.733274169076175,2.938726685337277,9838000000.0,532400000.0,1902000000.0,26.75,8003000000.0,5887000000.0,2116000000.0,178900000.0,1164000000.0,-3917000000.0,2931000000.0,ABG
2022-02-01,163.215,196.035,196.445,148.355,7151818,1236420638.0,174.84552631578947,20.344393627797032,3.4803323934949426,9838000000.0,532400000.0,1902000000.0,26.75,8003000000.0,5887000000.0,2116000000.0,178900000.0,1164000000.0,-3917000000.0,2931000000.0,ABG
2022-03-01,194.065,162.125,203.69,161.215,7195505,1326503982.0,185.4545652173913,-17.297931491825437,2.788185438739677,3912000000.0,237700000.0,792000000.0,10.43,7859999999.999999,5678000000.0,2183000000.0,284300000.0,409000000.0,231300000.00000003,-534900000.0,ABG
2022-04-01,161.545,185.635,191.915,151.66,6160932,991477074.0,161.92649999999998,14.501156515034696,3.435494003210662,3912000000.0,237700000.0,792000000.0,10.43,7859999999.999999,5678000000.0,2183000000.0,284300000.0,409000000.0,231300000.00000003,-534900000.0,ABG
2022-05-01,186.475,183.075,202.975,166.055,4634857,843789575.0,185.2745238095238,-1.379050286853234,3.833462026698759,3912000000.0,237700000.0,792000000.0,10.43,7859999999.999999,5678000000.0,2183000000.0,284300000.0,409000000.0,231300000.00000003,-534900000.0,ABG
2022-06-01,183.915,171.265,192.665,153.485,4577304,795748977.0,177.46309523809524,-6.450908097774133,3.4899335314595827,7862000000.0,439100000.0,1595000000.0,19.6,7639000000.0,5228000000.0,2410000000.0,100100000.0,496600000.0,344200000.0,-919600000.0,ABG
2022-07-01,170.585,173.565,180.375,149.88,3704527,614295113.0,169.4225,1.3429480629433943,3.608829479840136,7862000000.0,439100000.0,1595000000.0,19.6,7639000000.0,5228000000.0,2410000000.0,100100000.0,496600000.0,344200000.0,-919600000.0,ABG
2022-08-01,172.415,176.405,205.845,171.875,3208126,588426366.0,184.7402173913044,1.6362745945323054,2.724601033130556,7862000000.0,439100000.0,1595000000.0,19.6,7639000000.0,5228000000.0,2410000000.0,100100000.0,496600000.0,344200000.0,-919600000.0,ABG
2022-09-01,173.595,153.025,181.895,142.625,4353278,678046612.0,161.3488095238095,-13.253592585244178,2.9116674728622622,11730000000.0,644100000.0,2363000000.0,28.83,7816000000.0,5173000000.0,2643000000.0,141300000.0,664400000.0,233000000.0,-935000000.0,ABG
2022-10-01,154.805,159.675,165.945,140.805,4308038,664172164.0,156.2954761904762,4.345695147851658,2.801528803975456,11730000000.0,644100000.0,2363000000.0,28.83,7816000000.0,5173000000.0,2643000000.0,141300000.0,664400000.0,233000000.0,-935000000.0,ABG
2022-11-01,160.415,189.545,191.895,152.655,3253114,562541586.0,175.25785714285715,18.706748082041624,3.5085699675141497,11730000000.0,644100000.0,2363000000.0,28.83,7816000000.0,5173000000.0,2643000000.0,141300000.0,664400000.0,233000000.0,-935000000.0,ABG
2022-12-01,189.545,181.175,191.585,159.395,4339902,749503508.0,175.87261904761905,-4.415837927668875,2.295722488074236,15430000000.000002,997300000.0,3101000000.0,44.78,8020999999.999999,5118000000.0,2904000000.0,235300000.00000003,696000000.0,464700000.0,-1104000000.0,ABG
2023-01-01,181.985,221.925,225.21,176.135,3687363,721705595.0,193.674,22.49206568235132,2.359254724678054,15430000000.000002,997300000.0,3101000000.0,44.78,8020999999.999999,5118000000.0,2904000000.0,235300000.00000003,696000000.0,464700000.0,-1104000000.0,ABG
2023-02-01,221.295,229.025,255.595,221.18,5584743,1306651959.0,234.3071052631579,3.1992790357102674,2.8882654625319573,15430000000.000002,997300000.0,3101000000.0,44.78,8020999999.999999,5118000000.0,2904000000.0,235300000.00000003,696000000.0,464700000.0,-1104000000.0,ABG
2023-03-01,227.465,211.925,243.225,190.99,6215124,1315346136.0,214.54108695652167,-7.466433795437178,2.5386481211368803,3582000000.0,181400000.0,696200000.0,8.42,8183000000.0,5134000000.0,3049000000.0,296800000.0,171700000.0,-55200000.0,-55000000.0,ABG
2023-04-01,211.915,195.385,213.615,185.955,4382977,874652446.0,202.7560526315789,-7.804647870708992,2.983236729863658,3582000000.0,181400000.0,696200000.0,8.42,8183000000.0,5134000000.0,3049000000.0,296800000.0,171700000.0,-55200000.0,-55000000.0,ABG
2023-05-01,196.695,211.035,218.405,188.645,4811313,972596845.0,204.4268181818182,8.009826752309547,2.380767709893024,3582000000.0,181400000.0,696200000.0,8.42,8183000000.0,5134000000.0,3049000000.0,296800000.0,171700000.0,-55200000.0,-55000000.0,ABG
2023-06-01,210.545,242.345,248.615,206.805,4696180,1061486563.0,228.8259523809524,14.836401544767464,2.607180281992079,7325000000.0,377700000.0,1409000000.0,17.78,8166000000.0,5097000000.0,3069000000.0,77500000.0,221700000.0,-62500000.0,-316900000.0,ABG
2023-07-01,240.485,227.525,258.315,218.145,4248950,1008786867.0,239.663,-6.115248921991379,2.3617018690754006,7325000000.0,377700000.0,1409000000.0,17.78,8166000000.0,5097000000.0,3069000000.0,77500000.0,221700000.0,-62500000.0,-316900000.0,ABG
2023-08-01,223.775,231.925,233.505,216.415,2842362,633987307.0,224.8858695652174,1.933853422700804,1.4823881469844142,7325000000.0,377700000.0,1409000000.0,17.78,8166000000.0,5097000000.0,3069000000.0,77500000.0,221700000.0,-62500000.0,-316900000.0,ABG
2023-09-01,234.035,231.995,236.925,220.225,3802931,859557380.0,227.268,0.0301821709604466,2.069821004584118,10990000000.0,547000000.0,2083000000.0,26.02,8255000000.0,5007000000.0,3249000000.0,41600000.0,239800000.0,-90400000.0,-343100000.0,ABG
2023-10-01,232.335,193.295,234.82,180.32,3600557,730296273.0,207.7786363636364,-16.681393995560256,2.4101268143359538,10990000000.0,547000000.0,2083000000.0,26.02,8255000000.0,5007000000.0,3249000000.0,41600000.0,239800000.0,-90400000.0,-343100000.0,ABG
2022-01-01,21854.4,20382.4,21905.613,19299.52,155549866,19943422544.0,20598.528,-7.445618215899675,1.2505947805306508,43080000000.0,7070999999.999999,24540000000.0,3.97,75200000000.0,39170000000.0,36020000000.0,9799000000.0,10530000000.0,-2008000000.0,-5494000000.0,ABT
2022-02-01,20370.88,19506.88,20827.2,18714.24,111247290,13731602752.0,19978.72842105264,-4.295470602088081,1.335016784986147,43080000000.0,7070999999.999999,24540000000.0,3.97,75200000000.0,39170000000.0,36020000000.0,9799000000.0,10530000000.0,-2008000000.0,-5494000000.0,ABT
2022-03-01,19467.2,19217.6,19823.834,18644.16,123454336,14684762864.0,19303.304347826088,-1.482963959382544,1.3262877533835526,11900000000.0,2447000000.0,6908000000.0,1.38,74010000000.0,38380000000.0,35630000000.0,7675000000.0,2065000000.0,-360000000.0,-3823000000.0,ABT
2022-04-01,19279.04,18655.68,20044.48,18608.32,102388951,12251218656.0,19375.488,-2.923986345849628,1.5024111924385175,11900000000.0,2447000000.0,6908000000.0,1.38,74010000000.0,38380000000.0,35630000000.0,7675000000.0,2065000000.0,-360000000.0,-3823000000.0,ABT
2022-05-01,18655.68,19162.56,19243.2,17520.32,125859073,14090567024.0,18498.72761904762,2.7170277363248063,1.4801171331578604,11900000000.0,2447000000.0,6908000000.0,1.38,74010000000.0,38380000000.0,35630000000.0,7675000000.0,2065000000.0,-360000000.0,-3823000000.0,ABT
2022-06-01,19212.48,18034.88,19261.12,17086.4,112197375,12178176144.0,18128.746666666662,-5.884808710318456,1.4684492597511387,23150000000.0,4465000000.0,13230000000.000002,2.53,74200000000.0,37490000000.0,36720000000.0,8937000000.0,4475000000.0,-624000000.0,-4636000000.0,ABT
2022-07-01,17978.56,18119.36,18523.84,17469.12,93493374,10154604352.0,18094.912,0.4684256285597765,1.1048878510108522,23150000000.0,4465000000.0,13230000000.000002,2.53,74200000000.0,37490000000.0,36720000000.0,8937000000.0,4475000000.0,-624000000.0,-4636000000.0,ABT
2022-08-01,18060.48,17327.04,18591.68,17142.72,89964460,9668563071.0,18010.56,-4.372781378591739,0.9235490675847252,23150000000.0,4465000000.0,13230000000.000002,2.53,74200000000.0,37490000000.0,36720000000.0,8937000000.0,4475000000.0,-624000000.0,-4636000000.0,ABT
2022-09-01,17289.92,16573.12,18224.96,16561.6,116799065,11999746912.0,17359.222857142857,-4.351118252165409,1.105925127122016,33560000000.000004,5900000000.0,19010000000.0,3.35,72800000000.0,36920000000.0,35880000000.0,9594000000.0,7255000000.0,-1108000000.0,-6179000000.0,ABT
2022-10-01,16706.24,16912.32,17901.12,16184.0,154042503,15359544608.0,17046.171428571426,2.046687648433121,1.8254457083092583,33560000000.000004,5900000000.0,19010000000.0,3.35,72800000000.0,36920000000.0,35880000000.0,9594000000.0,7255000000.0,-1108000000.0,-6179000000.0,ABT
2022-11-01,16999.36,18018.24,18040.0,16452.8,108138274,11104995248.0,17375.19238095238,6.539138332292693,1.1685666708398477,33560000000.000004,5900000000.0,19010000000.0,3.35,72800000000.0,36920000000.0,35880000000.0,9594000000.0,7255000000.0,-1108000000.0,-6179000000.0,ABT
2022-12-01,18102.72,18301.12,18700.48,17448.64,91861934,9913573600.0,18060.845714285715,1.5699646580354054,1.0435186102783425,43650000000.0,6933000000.0,24510000000.0,3.94,74440000000.0,37530000000.0,36910000000.0,9882000000.0,9581000000.0,-1739999999.9999998,-7636000000.0,ABT
2023-01-01,18393.28,18463.68,19056.32,18168.0,102768575,11498807328.0,18603.264000000003,0.8882516479865821,0.8229652863506585,43650000000.0,6933000000.0,24510000000.0,3.94,74440000000.0,37530000000.0,36910000000.0,9882000000.0,9581000000.0,-1739999999.9999998,-7636000000.0,ABT
2023-02-01,18493.12,17333.44,18701.76,17069.76,88645888,9423883312.0,18000.858947368422,-6.121423248236546,0.9357991906115766,43650000000.0,6933000000.0,24510000000.0,3.94,74440000000.0,37530000000.0,36910000000.0,9882000000.0,9581000000.0,-1739999999.9999998,-7636000000.0,ABT
2023-03-01,17202.88,17274.56,17702.08,16651.2,129265751,12798687408.0,16991.45739130435,-0.3396902172909555,1.0404038182785549,9747000000.0,1318000000.0,5416000000.0,0.75,73790000000.0,36560000000.0,37230000000.0,9161000000.0,1143000000.0,-462000000.0,-1410000000.0,ABT
2023-04-01,17215.68,18518.72,18804.16,17118.4,111526795,11900002320.0,17981.18736842105,7.202267380471628,1.5226785453267244,9747000000.0,1318000000.0,5416000000.0,0.75,73790000000.0,36560000000.0,37230000000.0,9161000000.0,1143000000.0,-462000000.0,-1410000000.0,ABT
2023-05-01,18517.44,17434.56,18836.16,17227.162,92190686,9926005376.0,18232.05818181818,-5.854400304124685,0.6223875112216426,9747000000.0,1318000000.0,5416000000.0,0.75,73790000000.0,36560000000.0,37230000000.0,9161000000.0,1143000000.0,-462000000.0,-1410000000.0,ABT
2023-06-01,17423.04,18333.12,18374.08,17247.68,108478371,11392265360.0,17819.169523809524,5.15390121689332,0.6874048798340243,19730000000.0,2693000000.0,10910000000.0,1.54,73350000000.0,35950000000.0,37400000000.0,7834999999.999999,2346000000.0,-1675000000.0,-2699000000.0,ABT
2023-07-01,18234.56,18694.08,19270.08,17955.52,97309644,10674637118.0,18442.56,1.9688956380583544,1.042312215821364,19730000000.0,2693000000.0,10910000000.0,1.54,73350000000.0,35950000000.0,37400000000.0,7834999999.999999,2346000000.0,-1675000000.0,-2699000000.0,ABT
2023-08-01,18614.72,17615.04,18683.84,17485.12,96272816,10151354144.0,17933.982608695653,-5.772094695219021,0.7590327316232135,19730000000.0,2693000000.0,10910000000.0,1.54,73350000000.0,35950000000.0,37400000000.0,7834999999.999999,2346000000.0,-1675000000.0,-2699000000.0,ABT
2023-09-01,17679.04,16840.64,17728.832,16573.12,88119374,8817396704.0,17255.68,-4.396243210347528,0.7921049532586291,29870000000.0,4129000000.0,16450000000.0,2.36,72090000000.0,34400000000.0,37690000000.0,6709000000.0,4223000000.0,-2309000000.0,-5039000000.0,ABT
2023-10-01,16701.12,16611.52,17072.32,15987.392,154059545,14544431264.0,16580.85818181818,-1.3605183650977626,1.2280355814895518,29870000000.0,4129000000.0,16450000000.0,2.36,72090000000.0,34400000000.0,37690000000.0,6709000000.0,4223000000.0,-2309000000.0,-5039000000.0,ABT
2022-01-01,53.84,47.31,56.28,44.5,3946124,197256030.0,50.8075,-11.238273921200737,2.576644963370235,2036000000.0,69600000.0,355900000.0,1.44,3188000000.0,1235000000.0,1953000000.0,72900000.0,166500000.0,-570300000.0,380900000.0,ACA
2022-02-01,47.29,53.32,54.048,44.07,4797991,224052786.0,47.23157894736842,12.70344536038892,2.621811697627204,2036000000.0,69600000.0,355900000.0,1.44,3188000000.0,1235000000.0,1953000000.0,72900000.0,166500000.0,-570300000.0,380900000.0,ACA
2022-03-01,53.45,57.9,60.47,51.968,7283468,413209629.0,57.45521739130435,8.589647411852951,1.4801245537256116,535800000.0,20200000.0,96100000.0,0.42,3257000000.0,1279000000.0,1978000000.0,88600000.0,24500000.0,-5300000.0,-3500000.0,ACA
2022-04-01,57.95,54.23,59.04,52.39,4377377,241286638.0,55.623000000000005,-6.338514680483598,1.2213858331011769,535800000.0,20200000.0,96100000.0,0.42,3257000000.0,1279000000.0,1978000000.0,88600000.0,24500000.0,-5300000.0,-3500000.0,ACA
2022-05-01,54.38,53.57,57.13,50.1,4453610,235120175.0,53.38,-1.2170385395537495,2.1190658628938395,535800000.0,20200000.0,96100000.0,0.42,3257000000.0,1279000000.0,1978000000.0,88600000.0,24500000.0,-5300000.0,-3500000.0,ACA
2022-06-01,53.84,47.13,55.46,45.64,4158750,202845555.0,50.385238095238094,-12.021653910770947,2.5552948076673703,1139000000.0,59200000.0,216000000.0,1.22,3336999999.9999995,1341000000.0,1996000000.0,77000000.0,111200000.0,-98700000.0,-6000000.0,ACA
2022-07-01,46.73,52.31,52.88,44.27,2814002,132867937.0,47.8485,10.990876299596852,1.3838108842353531,1139000000.0,59200000.0,216000000.0,1.22,3336999999.9999995,1341000000.0,1996000000.0,77000000.0,111200000.0,-98700000.0,-6000000.0,ACA
2022-08-01,51.83,59.2,66.55,51.765,4171759,255405019.0,61.87173913043478,13.17147772892373,3.5516420400384283,1139000000.0,59200000.0,216000000.0,1.22,3336999999.9999995,1341000000.0,1996000000.0,77000000.0,111200000.0,-98700000.0,-6000000.0,ACA
2022-09-01,58.9,57.93,60.51,54.735,3802565,216474856.0,57.86238095238095,-2.145270270270272,2.044550410161693,1743000000.0,91200000.0,331100000.0,1.88,3381000000.0,1349000000.0,2031000000.0,112200000.0,182600000.0,-129500000.0,-12000000.0,ACA
2022-10-01,58.61,65.0,66.27,57.68,4554572,278931326.0,61.92285714285715,12.204384602106,3.02710064755578,1743000000.0,91200000.0,331100000.0,1.88,3381000000.0,1349000000.0,2031000000.0,112200000.0,182600000.0,-129500000.0,-12000000.0,ACA
2022-11-01,65.77,61.9,66.04,55.25,4152119,246529716.0,60.42666666666667,-4.76923076923077,2.1646909423896847,1743000000.0,91200000.0,331100000.0,1.88,3381000000.0,1349000000.0,2031000000.0,112200000.0,182600000.0,-129500000.0,-12000000.0,ACA
2022-12-01,62.02,55.14,64.17,54.13,5156672,293657741.0,58.18714285714286,-10.920840064620352,1.803826574027674,2243000000.0,245800000.00000003,411100000.0,5.08,3340999999.9999995,1156000000.0,2184000000.0,160400000.0,174300000.0,90700000.0,-177500000.0,ACA
